Id,SalePrice
1695,164404.34
1696,280815.75
1697,172262.97
1698,354111.62
1699,332594.44
1700,246740.19
1701,257975.72
1702,246315.5
1703,240885.45
1704,276254.34
1705,227148.78
1706,437855.72
1707,227263.75
1708,210623.44
1709,261042.25
1710,218741.72
1711,241799.27
1712,228983.19
1713,252952.42
1714,226349.27
1715,201137.02
1716,181726.78
1717,162946.9
1718,133024.08
1719,200179.02
1720,251138.77
1721,165507.1
1722,121619.83
1723,152137.05
1724,220884.72
1725,243495.6
1726,182632.3
1727,163209.3
1728,183715.72
1729,165476.27
1730,156292.14
1731,124261.97
1732,128595.76
1733,124960.63
1734,124098.49
1735,132192.62
1736,118251.36
1737,307633.9
1738,215187.84
1739,256354.8
1740,202168.19
1741,181302.48
1742,171140.0
1743,167303.53
1744,294005.6
1745,221377.69
1746,215665.17
1747,216833.4
1748,228915.52
1749,150565.78
1750,137592.83
1751,240177.9
1752,126916.555
1753,141881.75
1754,202445.42
1755,169094.7
1756,130101.52
1757,125222.305
1758,144100.23
1759,159094.08
1760,167649.11
1761,136295.27
1762,168690.22
1763,176026.14
1764,119149.04
1765,178313.14
1766,178523.03
1767,211199.8
1768,145941.88
1769,180535.45
1770,144945.17
1771,133807.83
1772,139321.28
1773,138182.25
1774,125729.06
1775,132992.05
1776,122160.625
1777,117048.22
1778,134967.62
1779,119563.27
1780,184350.05
1781,137633.19
1782,104324.27
1783,130408.47
1784,105650.19
1785,124428.05
1786,146906.47
1787,174485.4
1788,46953.035
1789,101098.19
1790,78561.695
1791,184352.47
1792,150060.61
1793,125526.92
1794,143786.23
1795,133212.06
1796,128884.07
1797,114360.37
1798,126499.48
1799,115408.53
1800,126674.52
1801,126377.27
1802,147579.88
1803,153421.55
1804,144811.62
1805,136286.38
1806,116882.56
1807,143576.23
1808,122554.52
1809,117146.64
1810,149456.47
1811,101298.94
1812,103507.055
1813,121422.68
1814,90267.74
1815,46821.668
1816,100960.66
1817,111006.49
1818,138401.72
1819,117922.37
1820,67725.26
1821,112951.67
1822,157094.48
1823,54667.938
1824,139735.64
1825,141215.6
1826,103807.266
1827,101051.22
1828,144188.53
1829,114105.85
1830,149394.34
1831,154987.12
1832,82522.66
1833,138549.3
1834,110088.21
1835,134784.38
1836,132858.64
1837,94399.336
1838,124539.04
1839,91672.66
1840,142633.81
1841,146373.11
1842,83947.81
1843,129793.66
1844,135118.64
1845,133744.44
1846,148427.44
1847,155292.23
1848,46894.41
1849,120779.39
1850,121640.06
1851,160737.36
1852,129886.04
1853,126240.04
1854,166795.5
1855,136544.0
1856,225995.67
1857,177484.14
1858,128451.31
1859,114535.54
1860,146627.42
1861,114871.92
1862,302673.62
1863,262026.19
1864,262026.19
1865,321312.53
1866,325028.0
1867,242617.58
1868,310410.75
1869,186570.86
1870,235069.73
1871,246477.44
1872,168579.38
1873,254472.42
1874,145578.98
1875,197589.61
1876,191493.8
1877,204693.72
1878,204035.16
1879,142916.28
1880,141391.3
1881,241965.08
1882,252459.92
1883,190698.53
1884,212695.2
1885,261592.0
1886,280587.12
1887,205041.22
1888,277756.56
1889,163550.34
1890,137811.94
1891,141092.73
1892,105591.914
1893,130005.46
1894,122046.555
1895,137554.64
1896,133891.55
1897,117312.26
1898,100101.1
1899,140251.73
1900,143908.62
1901,170676.53
1902,134441.36
1903,234211.14
1904,136120.23
1905,193883.42
1906,163988.52
1907,206303.73
1908,119669.37
1909,143554.67
1910,128333.92
1911,207468.61
1912,266056.6
1913,146588.34
1914,57907.96
1915,347516.53
1916,61081.492
1917,251019.47
1918,144210.97
1919,170131.4
1920,150523.28
1921,420668.1
1922,322866.53
1923,210434.4
1924,210162.33
1925,214262.77
1926,395654.34
1927,131155.66
1928,159034.64
1929,124373.945
1930,130154.234
1931,138485.19
1932,138349.42
1933,155784.97
1934,173647.88
1935,172697.61
1936,181044.33
1937,178789.86
1938,171135.53
1939,235710.97
1940,201986.48
1941,169340.67
1942,177341.88
1943,206547.88
1944,325791.84
1945,399531.62
1946,179582.86
1947,314595.22
1948,170757.95
1949,252094.38
1950,174391.38
1951,279871.2
1952,225189.69
1953,163382.67
1954,196192.06
1955,133344.53
1956,289497.56
1957,165341.66
1958,320316.66
1959,136151.47
1960,115112.03
1961,117149.31
1962,98094.0
1963,111081.5
1964,107399.0
1965,149042.38
1966,147022.58
1967,285014.12
1968,463209.03
1969,416989.4
1970,446493.03
1971,390768.5
1972,360026.8
1973,273585.6
1974,320670.75
1975,467541.8
1976,271646.03
1977,339773.47
1978,352054.9
1979,344261.2
1980,197271.92
1981,343415.0
1982,242664.62
1983,213589.56
1984,166370.66
1985,221796.95
1986,217404.06
1987,177016.17
1988,173576.05
1989,187476.1
1990,211452.95
1991,251632.61
1992,206663.08
1993,164742.16
1994,250835.45
1995,184612.47
1996,271664.6
1997,289373.62
1998,336417.12
1999,261388.78
2000,310994.2
2001,263857.97
2002,232932.88
2003,244223.33
2004,261667.34
2005,226093.48
2006,246531.08
2007,241424.02
2008,210113.39
2009,185360.3
2010,196087.78
2011,135498.89
2012,176258.72
2013,179748.64
2014,182348.56
2015,196444.33
2016,187023.05
2017,201666.55
2018,128789.13
2019,133166.67
2020,112887.125
2021,112173.27
2022,178804.47
2023,138706.28
2024,239780.11
2025,333847.3
2026,178931.12
2027,138302.33
2028,146308.6
2029,167922.3
2030,259988.55
2031,245271.33
2032,274827.53
2033,262715.88
2034,153359.58
2035,206113.34
2036,185410.89
2037,207523.67
2038,307234.4
2039,216660.36
2040,348271.34
2041,291218.44
2042,198337.75
2043,176439.88
2044,175928.3
2045,207287.89
2046,128889.37
2047,152231.42
2048,135838.39
2049,129084.24
2050,183643.88
2051,108119.445
2052,130292.57
2053,150605.8
2054,92961.55
2055,151596.81
2056,132748.52
2057,122062.21
2058,228123.6
2059,123727.49
2060,168978.03
2061,184174.66
2062,131887.72
2063,111123.97
2064,135547.45
2065,116679.63
2066,180793.1
2067,120757.914
2068,124297.71
2069,81514.11
2070,111401.95
2071,87410.234
2072,122586.6
2073,135550.78
2074,183104.55
2075,146102.02
2076,117382.44
2077,152968.48
2078,128348.21
2079,126371.56
2080,117615.164
2081,124754.586
2082,119038.38
2083,140243.95
2084,114895.875
2085,122474.23
2086,118727.57
2087,119798.65
2088,113108.93
2089,80465.29
2090,124464.88
2091,128023.836
2092,142544.61
2093,137605.64
2094,119370.29
2095,142059.39
2096,86173.85
2097,101069.97
2098,152333.72
2099,54961.24
2100,93663.54
2101,137128.14
2102,118928.336
2103,110053.13
2104,139512.8
2105,122287.375
2106,75645.195
2107,249477.39
2108,115807.39
2109,117440.016
2110,135870.66
2111,154784.8
2112,140959.9
2113,122671.96
2114,110025.57
2115,151013.5
2116,116466.92
2117,146424.58
2118,124817.48
2119,105128.47
2120,115502.164
2121,90559.484
2122,109131.55
2123,90655.836
2124,154120.1
2125,134143.16
2126,160161.25
2127,155238.16
2128,121409.39
2129,94810.23
2130,141127.5
2131,146689.86
2132,121328.516
2133,121920.555
2134,121675.555
2135,99241.32
2136,81804.91
2137,108237.25
2138,131411.97
2139,148079.31
2140,138142.31
2141,144683.28
2142,129502.516
2143,143466.75
2144,101972.734
2145,136581.27
2146,159621.81
2147,149455.45
2148,130759.32
2149,146563.19
2150,237300.44
2151,129763.95
2152,191517.7
2153,165474.89
2154,108667.94
2155,137988.67
2156,239653.25
2157,221771.7
2158,228564.55
2159,203852.31
2160,172829.72
2161,241403.27
2162,333795.53
2163,339053.66
2164,263048.88
2165,184960.52
2166,148846.56
2167,210006.92
2168,205288.81
2169,195605.38
2170,224310.64
2171,158373.14
2172,132945.89
2173,172793.83
2174,229430.12
2175,275515.88
2176,320250.75
2177,242495.55
2178,207565.3
2179,143347.53
2180,227416.81
2181,185771.48
2182,226610.23
2183,195843.78
2184,127469.15
2185,128487.59
2186,138991.95
2187,158717.92
2188,159325.23
2189,192841.6
2190,85012.625
2191,90425.87
2192,95911.92
2193,107044.31
2194,108830.984
2195,112686.016
2196,106032.45
2197,115022.56
2198,152993.28
2199,160302.75
2200,135929.88
2201,131868.22
2202,202600.94
2203,153092.11
2204,184271.17
2205,108273.29
2206,141721.22
2207,225761.64
2208,251383.66
2209,203891.75
2210,124513.39
2211,112843.26
2212,117484.53
2213,110603.37
2214,124461.25
2215,108947.164
2216,143707.11
2217,74195.96
2218,79237.73
2219,77168.805
2220,83660.9
2221,348175.4
2222,238888.64
2223,285964.84
2224,219680.3
2225,121543.97
2226,186315.95
2227,202102.1
2228,277436.3
2229,246859.92
2230,169390.98
2231,225585.19
2232,176602.6
2233,168451.14
2234,250895.06
2235,217676.08
2236,283042.84
2237,381340.34
2238,213128.58
2239,106893.695
2240,163561.58
2241,163847.92
2242,130759.51
2243,126210.62
2244,102437.85
2245,95964.21
2246,138918.42
2247,101856.69
2248,130957.18
2249,130829.24
2250,134059.3
2251,119970.71
2252,176541.72
2253,157090.98
2254,174307.19
2255,186477.02
2256,180459.08
2257,201780.86
2258,172248.48
2259,174774.55
2260,145883.94
2261,189508.11
2262,226866.92
2263,337179.94
2264,412895.97
2265,175759.31
2266,282770.2
2267,368655.97
2268,374948.06
2269,148910.36
2270,179002.34
2271,217925.73
2272,195497.4
2273,165684.42
2274,174313.0
2275,157541.73
2276,188085.45
2277,178186.77
2278,157940.0
2279,132909.95
2280,121145.05
2281,169645.14
2282,174834.0
2283,98744.33
2284,110368.11
2285,146438.72
2286,126250.74
2287,345246.78
2288,272370.2
2289,380324.3
2290,445880.7
2291,319641.2
2292,439533.88
2293,497475.5
2294,385982.66
2295,440531.06
2296,274896.34
2297,327424.94
2298,292703.88
2299,339021.1
2300,346456.25
2301,284649.62
2302,222920.95
2303,245450.25
2304,236632.45
2305,171705.38
2306,169102.03
2307,184673.7
2308,222296.27
2309,284021.03
2310,223867.67
2311,189852.22
2312,180768.3
2313,174014.19
2314,180096.98
2315,174412.23
2316,176126.55
2317,181945.25
2318,173824.48
2319,174384.78
2320,207840.27
2321,260496.39
2322,175886.95
2323,183831.0
2324,167798.88
2325,217249.94
2326,167146.16
2327,204891.12
2328,220956.94
2329,179725.11
2330,173521.08
2331,354070.7
2332,382807.22
2333,313832.3
2334,258144.48
2335,260498.5
2336,337608.06
2337,230045.16
2338,286022.1
2339,228149.02
2340,399573.38
2341,215552.73
2342,246362.56
2343,214512.89
2344,236110.58
2345,241319.08
2346,236761.64
2347,205154.53
2348,237105.42
2349,172051.7
2350,305402.72
2351,271160.97
2352,250447.31
2353,231120.73
2354,130973.54
2355,141196.45
2356,148451.62
2357,200710.16
2358,198532.16
2359,134182.38
2360,118326.016
2361,136384.16
2362,257108.73
2363,136295.81
2364,145898.58
2365,247868.67
2366,184275.69
2367,218977.06
2368,208622.33
2369,229804.61
2370,166971.47
2371,168545.8
2372,177480.8
2373,276150.25
2374,308668.62
2375,247997.53
2376,267264.94
2377,389905.28
2378,144194.44
2379,196533.34
2380,141627.44
2381,162375.31
2382,205746.2
2383,201856.67
2384,245729.11
2385,157836.0
2386,136457.6
2387,139153.27
2388,102205.99
2389,121354.234
2390,147875.52
2391,136609.42
2392,119532.49
2393,166692.8
2394,142404.92
2395,218910.31
2396,143357.83
2397,209284.81
2398,132050.3
2399,51343.754
2400,56479.703
2401,116151.51
2402,142972.4
2403,125909.11
2404,154338.78
2405,161130.97
2406,141470.97
2407,130670.1
2408,139969.83
2409,129930.18
2410,170397.44
2411,121460.445
2412,150964.94
2413,135478.53
2414,145422.61
2415,128347.84
2416,123239.1
2417,128816.54
2418,126133.66
2419,119828.04
2420,122783.05
2421,158271.39
2422,109818.24
2423,121876.85
2424,151637.4
2425,219628.89
2426,132276.97
2427,139976.62
2428,174663.6
2429,113743.09
2430,129584.234
2431,117170.94
2432,138359.19
2433,146754.77
2434,141542.97
2435,144622.38
2436,114615.75
2437,104603.7
2438,127983.54
2439,108622.65
2440,127685.805
2441,100117.03
2442,100252.39
2443,114800.375
2444,124299.37
2445,85151.61
2446,139161.52
2447,195661.17
2448,133680.73
2449,117471.65
2450,154107.58
2451,123598.14
2452,227435.97
2453,99727.43
2454,127633.805
2455,120715.195
2456,126591.875
2457,131686.28
2458,120001.39
2459,111131.695
2460,141025.75
2461,120098.02
2462,132412.81
2463,130003.99
2464,172265.4
2465,136346.52
2466,113744.32
2467,138172.22
2468,75728.74
2469,74212.01
2470,182787.77
2471,200536.89
2472,170178.97
2473,119688.82
2474,92534.69
2475,211967.03
2476,117085.875
2477,128599.95
2478,157516.23
2479,97831.66
2480,136917.11
2481,117608.67
2482,128030.234
2483,116787.1
2484,126797.336
2485,122927.66
2486,146751.17
2487,178970.53
2488,157318.38
2489,143412.34
2490,153838.06
2491,102530.695
2492,186971.45
2493,149614.11
2494,143950.67
2495,94222.39
2496,236972.1
2497,146631.12
2498,113007.38
2499,94899.74
2500,128455.58
2501,136185.69
2502,153904.27
2503,96179.97
2504,185976.14
2505,227664.86
2506,257023.05
2507,274017.9
2508,253531.02
2509,217658.83
2510,225917.0
2511,179400.45
2512,203613.22
2513,210181.9
2514,292430.78
2515,144255.66
2516,164046.34
2517,142880.66
2518,159712.2
2519,225280.78
2520,214840.7
2521,190859.44
2522,226070.05
2523,132359.52
2524,136460.42
2525,148911.22
2526,133263.86
2527,117373.31
2528,130214.32
2529,145423.06
2530,119673.234
2531,242773.8
2532,228943.69
2533,199595.52
2534,228526.61
2535,301992.72
2536,249044.25
2537,248659.02
2538,179471.97
2539,186884.22
2540,178918.8
2541,179326.69
2542,165435.11
2543,128885.04
2544,127393.4
2545,133382.39
2546,144568.73
2547,139980.45
2548,150947.45
2549,163833.81
2550,303285.06
2551,142614.02
2552,128888.53
2553,83191.17
2554,106803.34
2555,116087.05
2556,111412.414
2557,116318.484
2558,172673.53
2559,125513.0
2560,134098.02
2561,135425.53
2562,130190.67
2563,135589.38
2564,180413.28
2565,136734.62
2566,156069.44
2567,127552.195
2568,183168.62
2569,196300.77
2570,123080.516
2571,178180.38
2572,186417.06
2573,242253.08
2574,278921.22
2575,125728.21
2576,130701.266
2577,150884.45
2578,89511.11
2579,63063.406
2580,124315.33
2581,127991.69
2582,121241.36
2583,306035.44
2584,167946.69
2585,178328.62
2586,197399.81
2587,195822.9
2588,152193.23
2589,147780.05
2590,226849.14
2591,252512.81
2592,232145.52
2593,255834.12
2594,180431.67
2595,201536.44
2596,340561.0
2597,187071.66
2598,269959.34
2599,292486.9
2600,155974.72
2601,146661.45
2602,79331.695
2603,93850.1
2604,85489.39
2605,83068.23
2606,141331.08
2607,181037.89
2608,191195.33
2609,168327.47
2610,113803.35
2611,119608.13
2612,155257.77
2613,136668.77
2614,130410.12
2615,160087.64
2616,139844.44
2617,178200.38
2618,191395.72
2619,211514.73
2620,184765.75
2621,172243.06
2622,179790.45
2623,241058.58
2624,294544.5
2625,283695.0
2626,168199.56
2627,174253.03
2628,410207.0
2629,492241.22
2630,313742.2
2631,461449.84
2632,383159.3
2633,302280.47
2634,437151.06
2635,155065.25
2636,190399.33
2637,167878.14
2638,265805.44
2639,189486.28
2640,150120.08
2641,100308.53
2642,190100.72
2643,101251.66
2644,130349.54
2645,102234.59
2646,92957.69
2647,102183.39
2648,138813.39
2649,142874.27
2650,147015.8
2651,149478.14
2652,425275.94
2653,251053.98
2654,259856.39
2655,353694.3
2656,305625.75
2657,325255.22
2658,293569.72
2659,300436.12
2660,334168.28
2661,299668.4
2662,297184.16
2663,272721.62
2664,269091.62
2665,295559.88
2666,266618.2
2667,168690.6
2668,180901.75
2669,174058.83
2670,283564.75
2671,179532.16
2672,173311.97
2673,204658.3
2674,205869.9
2675,165264.61
2676,186701.83
2677,191882.86
2678,272448.5
2679,284445.12
2680,266711.5
2681,385090.25
2682,333488.72
2683,454598.62
2684,296573.7
2685,328080.9
2686,265386.47
2687,341376.6
2688,229556.55
2689,221070.64
2690,430916.53
2691,186070.58
2692,129191.53
2693,196960.03
2694,121083.16
2695,188848.97
2696,181720.95
2697,188682.81
2698,194310.83
2699,174588.17
2700,160261.84
2701,155351.34
2702,114023.89
2703,135063.31
2704,141065.97
2705,119006.625
2706,117798.38
2707,124570.26
2708,129887.63
2709,105698.5
2710,127385.67
2711,249909.5
2712,372260.72
2713,170025.83
2714,152309.89
2715,170654.31
2716,159760.61
2717,183260.94
2718,225812.64
2719,156546.77
2720,172288.08
2721,135573.23
2722,169283.11
2723,142482.75
2724,130602.18
2725,134896.95
2726,144978.58
2727,170106.8
2728,170664.78
2729,159176.28
2730,145191.44
2731,125379.58
2732,125783.57
2733,159587.34
2734,143554.98
2735,139023.33
2736,148926.56
2737,124558.086
2738,133677.14
2739,163266.52
2740,137977.39
2741,146839.27
2742,157955.45
2743,144765.45
2744,155566.7
2745,133330.19
2746,131344.06
2747,153353.61
2748,122115.766
2749,127832.34
2750,129068.18
2751,134309.5
2752,203811.86
2753,150609.94
2754,216496.58
2755,127801.95
2756,93223.54
2757,61473.812
2758,90698.43
2759,148083.7
2760,130582.42
2761,143256.4
2762,146157.14
2763,194394.1
2764,165330.4
2765,290233.5
2766,137146.73
2767,88662.32
2768,122502.97
2769,127445.516
2770,146552.56
2771,116557.34
2772,116807.35
2773,159776.67
2774,137948.2
2775,133123.03
2776,140930.36
2777,138895.45
2778,117102.58
2779,137572.75
2780,101475.38
2781,99147.04
2782,97391.38
2783,105055.52
2784,127995.16
2785,135830.78
2786,75649.85
2787,124188.7
2788,76553.44
2789,189409.61
2790,100415.59
2791,117143.81
2792,67687.34
2793,177536.39
2794,101292.016
2795,122874.81
2796,102317.82
2797,211206.31
2798,122496.94
2799,117390.68
2800,70851.37
2801,106621.69
2802,132218.6
2803,153861.45
2804,144794.84
2805,104507.69
2806,90094.055
2807,155680.55
2808,145264.27
2809,137650.28
2810,133077.98
2811,163212.72
2812,143631.66
2813,145822.19
2814,144195.8
2815,94393.19
2816,268741.1
2817,153931.44
2818,128788.51
2819,172295.42
2820,142136.6
2821,115578.62
2822,210634.38
2823,274565.88
2824,174037.12
2825,155747.53
2826,127735.17
2827,140851.75
2828,212978.2
2829,195623.6
2830,229843.98
2831,177772.75
2832,237628.11
2833,290517.44
2834,214552.19
2835,208004.58
2836,190716.83
2837,160283.14
2838,142080.36
2839,176487.89
2840,192644.94
2841,205690.92
2842,228287.17
2843,145421.48
2844,163262.89
2845,124577.14
2846,207520.23
2847,193159.11
2848,231233.27
2849,208799.33
2850,281145.66
2851,249104.9
2852,241607.48
2853,240396.92
2854,144631.02
2855,195350.69
2856,202897.5
2857,187618.81
2858,205862.36
2859,141413.27
2860,123706.445
2861,124454.26
2862,187081.44
2863,128789.8
2864,254281.03
2865,147128.33
2866,135166.45
2867,107485.89
2868,90659.59
2869,116163.59
2870,141416.98
2871,85129.93
2872,43766.21
2873,105488.484
2874,144886.62
2875,118497.36
2876,151290.1
2877,143993.75
2878,164046.56
2879,135637.14
2880,105103.32
2881,133535.1
2882,166909.23
2883,172526.31
2884,210165.22
2885,187097.33
2886,197548.58
2887,87215.05
2888,136524.8
2889,47956.863
2890,78798.016
2891,130707.02
2892,44328.76
2893,91614.91
2894,60363.57
2895,326676.56
2896,306154.25
2897,190108.22
2898,145610.28
2899,223381.81
2900,154103.56
2901,206327.64
2902,191326.31
2903,372293.12
2904,351709.62
2905,90594.25
2906,199138.64
2907,115123.17
2908,136349.27
2909,134910.7
2910,80560.52
2911,79016.88
2912,143790.53
2913,85700.39
2914,81223.85
2915,88390.49
2916,81627.26
2917,154997.14
2918,120232.03
2919,224117.31
